Hash;Publication Date;Title;Description;Link
22af520aeb4b75c87e563aad06e05dd2;Sep 18, 2018;What Does It Mean to Be Potentially Releasable?;Scrum teams know they need to be potentially releasable at the end of the sprint. But do they know …;https://www.mountaingoatsoftware.com/blog/what-does-it-mean-to-be-potentially-releasable
c7c5129d2f69af0ffb1cde290a66c4c6;Sep 11, 2018;Why Agile Teams Should Estimate at Two Different Levels;It’s important for most agile teams to estimate both their product and sprint backlogs. But why?;https://www.mountaingoatsoftware.com/blog/why-agile-teams-should-estimate-at-two-different-levels
c77084cac5d94949d8494638ed715dd5;Aug 21, 2018;Announcing the Scrum Foundations Video Course;This new video series is the perfect primer for Scrum. It’s great prep for the Certified Scrum …;https://www.mountaingoatsoftware.com/blog/announcing-the-scrum-foundations-video-course
b78d8aeacbf4311990c9a79f3a5b67aa;Aug 14, 2018;Why Your Product Backlog Should Look Like an Iceberg;An agile product backlog should evolve over time, with product backlog items and user stories …;https://www.mountaingoatsoftware.com/blog/why-your-product-backlog-should-look-like-an-iceberg
4c0dab2e4c2cb1022379e72068428735;Jul 24, 2018;What Happens & When During a Sprint;Succeeding with Scrum is easier when you know when and why to conduct each ceremony during the sprint.;https://www.mountaingoatsoftware.com/blog/what-happens-when-during-a-sprint
5f75633511077c834e67afed313bb8a4;Jul 10, 2018;An Agile Team Name Generator;Are you struggling to find a catchy name for your agile team? Use this fun, mostly silly, generator …;https://www.mountaingoatsoftware.com/blog/an-agile-team-name-generator
fb754b040755fe56da37308934c17bbc;Jun 19, 2018;Six Guidelines for Saying No to a Stakeholder;Telling a stakeholder you can’t work on their feature is difficult. Here are ways to make that …;https://www.mountaingoatsoftware.com/blog/six-guidelines-for-saying-no-to-a-stakeholder
059d4cad0c42351b7ea42698c554bc64;Jun 05, 2018;Self-Organizing Teams Are Not Put Together Randomly;There are things leaders can do that will influence how a team self organizes.;https://www.mountaingoatsoftware.com/blog/self-organizing-teams-are-not-put-together-randomly
c96a74f79fd50e5f40d298be40ba9f7a;May 22, 2018;Ten sentences with all the Scrum Master advice you’ll ever need;Want to become an even better Scrum Master? Follow these 10 easy-to-remember practices.;https://www.mountaingoatsoftware.com/blog/ten-sentences-with-all-the-scrum-master-advice-youll-ever-need
c0e95e1cf6fcfb64fb6794820dfe01d0;May 08, 2018;How to Ensure You’re Working on the Most Important Items Each Iteration;Product owners often sacrifice progress toward important goals to put out short-term fires. There’s …;https://www.mountaingoatsoftware.com/blog/how-to-ensure-youre-working-on-the-most-important-items-each-iteration
e0be705aa330c0f2c33988e15a7ac788;Apr 24, 2018;Four Quick Ways to Gain or Assess Team Consensus;Agile team leaders often need to gauge or achieve consensus. Learn four of the best ways of doing that.;https://www.mountaingoatsoftware.com/blog/four-quick-ways-to-gain-or-assess-team-consensus
f931ef9aa5fce757af7039d3537eface;Apr 10, 2018;Defect Management by Policy: A Fast Easy Approach to Prioritizing Bug Fixes;Prioritizing bug fixes has always been a challenge in software development. Even though there are …;https://www.mountaingoatsoftware.com/blog/defect-management-by-policy-a-fast-easy-approach-to-prioritizing-bug-fixes
e74f45c4c4128132c4d02fb5684313e5;Apr 02, 2018;Help Buy Scrum a Design Phase;Scrum has never had a design phase. Perhaps it’s time to fix that. Here’s a humorous take on how to …;https://www.mountaingoatsoftware.com/blog/help-buy-scrum-a-design-phase
ca84fe5eb1707c3f4aa35d5c8235ab9a;Mar 20, 2018;Better User Stories: 24 Hours Until Doors Close;There are only 24 hours left until we stop accepting registrations for the new Better User Stories …;https://www.mountaingoatsoftware.com/blog/better-user-stories-24-hours-until-doors-close
5a8bedb6e8688439047bf37802e65000;Mar 08, 2018;Video Training: How to Split User Stories;End your agile team’s struggle with story splitting. Discover this free video training and learn 5 …;https://www.mountaingoatsoftware.com/blog/video-training-how-to-split-user-stories
30da35d4fe446434276fb94f1dbcc2b9;Mar 06, 2018;Video Training: How to Run a Successful User Story Writing Workshop;Introducing a free video covering what you need to know to conduct a story-writing workshop with …;https://www.mountaingoatsoftware.com/blog/video-training-how-to-run-a-successful-user-story-writing-workshop
51bce2a9a25ea8497c0ced8f017df31b;Feb 21, 2018;Include All Team Members in Sprint Meetings. Yes, Them Too.;Some agile teams ban certain roles from daily scrums and retrospectives. Here’s why everyone should …;https://www.mountaingoatsoftware.com/blog/include-all-team-members-in-sprint-meetings.-yes-them-too
07e750419dec1a0406c28890dd261482;Feb 06, 2018;Ten Things the Beatles Taught Me About Being Agile;We may think the Beatles simply sang about love, walruses and peace. But their songs actually …;https://www.mountaingoatsoftware.com/blog/ten-things-the-beatles-taught-me-about-being-agile
507853684ece0910f6d1a396c6c12bac;Jan 23, 2018;The Difference Between a Professional and an Amateur;Being paid to do a job doesn’t make someone a professional. This post explains the crucial …;https://www.mountaingoatsoftware.com/blog/the-difference-between-a-professional-and-an-amateur
28b667962de9fa8f98d3a80b5a4fea47;Jan 09, 2018;My Top 11 Posts of 2017;A summary of Mike Cohn’s most popular and engaging blog posts of 2017.;https://www.mountaingoatsoftware.com/blog/my-top-11-posts-of-2017
4f53adf6674b77968174d48866adac67;Dec 19, 2017;The Importance of Overlapping Work in Agile;Being agile requires team members to overlap work but doing so brings uncertainty with it. Here’s …;https://www.mountaingoatsoftware.com/blog/the-importance-of-overlapping-work-in-agile
7b5b649b5ed37edc8d247c62ed76ea0b;Dec 05, 2017;Do Scrum Teams Meet Too Much?;Scrum teams have too many meetings is perhaps the most common criticism of Scrum. But is it valid?;https://www.mountaingoatsoftware.com/blog/do-scrum-teams-meet-too-much
c11d88bebcac9474af954bcea5966d17;Nov 21, 2017;Five Lessons I’m Thankful I Learned in my Agile Career;Here are five key lessons I learned that were instrumental in my career. See if learning them could …;https://www.mountaingoatsoftware.com/blog/five-lessons-im-thankful-i-learned-in-my-agile-career
48163d02d9954747a292f5c0395bdab3;Nov 14, 2017;The Four Reasons to Have a Consistent Sprint Length;A team’s sprints should be the same length every sprint. Here are four reasons why.;https://www.mountaingoatsoftware.com/blog/the-four-reasons-to-have-a-consistent-sprint-length
d492eb1cb129b11841d28e8d9075d25c;Oct 31, 2017;Five Scary Things About Adopting Agile;Read this special Halloween post about five things in agile transitions that are can seem as scary …;https://www.mountaingoatsoftware.com/blog/five-scary-things-about-adopting-agile
6069fc81256e098d6e15852555035a39;Oct 03, 2017;Add the Right Amount of Detail to User Stories;Add too little detail to a user story and the team cannot finish it an iteration. Put too much …;https://www.mountaingoatsoftware.com/blog/add-the-right-amount-of-detail-to-user-stories
2318a015a80c9438573043e8a53cd13c;Sep 28, 2017;Five Story-Splitting Mistakes and How to Stop Making Them;There are plenty of mistakes a team can make when splitting user stories. Here are five of the most …;https://www.mountaingoatsoftware.com/blog/five-story-splitting-mistakes-and-how-to-stop-making-them
d42a4cf871b114227a5cd23f5b0fc3ad;Sep 19, 2017;The Two Ways to Add Detail to User Stories;User stories can be deliberately vague at first but detail needs to be added eventually. There are …;https://www.mountaingoatsoftware.com/blog/the-two-ways-to-add-detail-to-user-stories
6eaea72d687c251180566a49fd7f0cfd;Sep 14, 2017;How Programmers and Testers (and Others) Should Collaborate on User Stories;What do the testers do at the start of a sprint when there’s nothing to test? That problem is …;https://www.mountaingoatsoftware.com/blog/how-programmers-and-testers-and-others-should-collaborate-on-user-stories
c1885f4d05994ddb3fd93b1eb9cb56b4;Aug 29, 2017;Nine Questions Scrum Masters and Product Owners Should Be Asking;Scrum Masters and product owners can develop a habit of making statements rather than asking …;https://www.mountaingoatsoftware.com/blog/nine-questions-scrum-masters-and-product-owners-should-be-asking
253de1fb7c93793d522c8ca2b7811f77;Aug 15, 2017;Two Types of Authority Leaders Must Give to Self-Organizing Teams;How much authority must an agile team be given before it can be considered self organizing. And is …;https://www.mountaingoatsoftware.com/blog/two-types-of-authority-leaders-must-give-to-self-organizing-teams
7ce6e850bb8284921de2dd55cd446d85;Aug 01, 2017;Three Mistakes Scrum Masters Make and How to Correct Them;Being a Scrum Master can be tough. Here are three of the most common mistakes Scrum Masters make …;https://www.mountaingoatsoftware.com/blog/three-mistakes-scrum-masters-make-and-how-to-correct-them
b704c2214b142ae66816220506e97a3a;Jul 18, 2017;Why the Whole Team Should Participate When Estimating;Even though not everyone may work on a product backlog item, it’s still worth having the full team …;https://www.mountaingoatsoftware.com/blog/why-the-whole-team-should-participate-when-estimating
121d17e1ca72d1158e7b2c1de5fb0a5e;Jul 05, 2017;Six Books for Your Summer Reading List;Six books for your summer reading list, including books on scaling, teamwork, and learning what …;https://www.mountaingoatsoftware.com/blog/six-books-for-your-summer-reading-list
b337cc34aa6de2d5ce6369ccd5a6ea93;Jun 20, 2017;Commenting Policy and How to Get Answers to Your Questions;An important announcement about our commenting policy and how to request a new topic for a blog post.;https://www.mountaingoatsoftware.com/blog/commenting-policy-and-how-to-get-answers-to-your-questions
2e7aeca7eb572344b9b0ee43eab2d877;Jun 13, 2017;Four Things to Do Before the Scrum Master Goes on Vacation;Even Scrum Masters need a holiday every now and then. Here are four things for a Scrum Master to …;https://www.mountaingoatsoftware.com/blog/four-things-to-do-before-the-scrum-master-goes-on-vacation
3319e2fe56d9a21632a2a88325927e48;May 30, 2017;Eight Tips to Become the Scrum Master Your Team Needs;There are so many things a great Scrum Master does, it’s easy to overlook a few. The 8 tips here …;https://www.mountaingoatsoftware.com/blog/eight-tips-to-become-the-scrum-master-your-team-needs
68cf9c2fd110610404253a15e38b2d3e;May 16, 2017;The Career Path of a Scrum Master;A typical career path for a Scrum Master will start with serving one team. After a while that team …;https://www.mountaingoatsoftware.com/blog/the-career-path-of-a-scrum-master
d9cb34b8e87f201c923e88ab4b25f8d6;Apr 25, 2017;Does the Scrum Master Role Ever Go Away?;Over time, Scrum teams take on some of the Scrum Master duties themselves. Does the self-organizing …;https://www.mountaingoatsoftware.com/blog/does-the-scrum-master-role-ever-go-away
9b14c65fac832bc53aaf2d0e3b78eafc;Apr 11, 2017;Why Getting to Done Is So Important;Getting to done at the end of each iteration is an important principle in agile. Here’s why.;https://www.mountaingoatsoftware.com/blog/why-getting-to-done-is-so-important
51caeaa36f3b9fb18ef175ac848e8cf1;Mar 21, 2017;How to Add the Right Amount of Detail to User Stories;Include too much detail in your user stories and it can slow the team down. But introduce too …;https://www.mountaingoatsoftware.com/blog/how-to-add-the-right-amount-of-detail-to-user-stories
6185e15269f5eacd5761f35b76ba34d6;Mar 16, 2017;Five Simple but Powerful Ways to Split User Stories;Splitting user stories is hard. Here are the only five techniques you need to be able to split …;https://www.mountaingoatsoftware.com/blog/five-simple-but-powerful-ways-to-split-user-stories
1e6835d8245f6a19357aa96d1d791221;Feb 28, 2017;Cross Functional Doesn’t Mean Everyone Can Do Everything;Perhaps the most prevalent and persistent myth in agile is that a cross-functional team is one on …;https://www.mountaingoatsoftware.com/blog/cross-functional-doesnt-mean-everyone-can-do-everything
dbaa689adfa08070dc944363b8e0758b;Feb 14, 2017;Three Questions to Ask when Being Micromanaged;A micromanaging boss or stakeholder inhibits agility. The three questions in this article can help …;https://www.mountaingoatsoftware.com/blog/three-questions-to-ask-when-being-micromanaged
5369dd8b865ae8957643b76a00dfaa82;Jan 31, 2017;An Agenda for the Sprint Review;While the demo itself is the most prominent part of a sprint review, running an effective review …;https://www.mountaingoatsoftware.com/blog/an-agenda-for-the-sprint-review
af015081d02403496b624dbcd3063356;Jan 17, 2017;My Most Popular Posts of 2016;A summary of the most popular and engaging blog posts of 2016.;https://www.mountaingoatsoftware.com/blog/my-most-popular-posts-of-2016
f482900a9f3ab5ee80c85b23bbdabcd9;Dec 13, 2016;How to Reward Agile Teams;Incentives and bonuses can be used to reward agile teams but must be aligned with agile principles. …;https://www.mountaingoatsoftware.com/blog/how-to-reward-agile-teams
befdc257f9852ecd0d7b86548f2a79a8;Nov 29, 2016;The Core Principles of Agile;There is no full set of agreed-upon agile principles. Is this leading to lowering the standards for …;https://www.mountaingoatsoftware.com/blog/the-core-principles-of-agile
8823119390fb831e836b1435d05f2501;Nov 08, 2016;The Chief Product Owner on Large Agile Projects;Advice on scaling agile projects by adding a chief product owner and sharing responsibility across …;https://www.mountaingoatsoftware.com/blog/the-chief-product-owner-on-large-agile-projects
435196ff75f96bbd16cdcb7593de7d31;Date is not found!;Strategize;Most agile processes are empty of any advice on forming a company or product strategy. Product …;https://www.mountaingoatsoftware.com/reviews/strategize
33bccf7facafd277f0361b8b046603b0;Date is not found!;Developer Testing: Building Quality into Software;Early in my career as a programmer, I remember coming across the phrase, “You can’t test quality …;https://www.mountaingoatsoftware.com/reviews/developer-testing-building-quality-into-software
6f2c5865c0f13e5d9193cff84ba08a9e;Date is not found!;Large-Scale Scrum;“Large-Scale Scrum” by Craig Larman and Bas Vodde is great for anyone looking to scale Scrum up to …;https://www.mountaingoatsoftware.com/reviews/large-scale-scrum
365fa1ceae079becff49dcff2431708f;Oct 25, 2016;Three New Books You Want to Read on Scaling, Strategy and Testing in Agile;New books on scaling, developer testing and developing a strategy for your reading list.  ;https://www.mountaingoatsoftware.com/blog/three-new-books-you-want-to-read-on-scaling-strategy-and-testing-in-agile
1ebef81a08a279a2e15a6645b9f3a8b4;Oct 11, 2016;Don’t Defer a Meeting Because One Person Can’t Attend;When one person cannot attend one of Scrum’s meetings, the best thing is almost always to conduct …;https://www.mountaingoatsoftware.com/blog/dont-defer-a-meeting-because-one-person-cant-attend
59d3acb2b58d367173b4be93d2a3980d;Sep 27, 2016;The Sprint Review as a Sign-Off Meeting;Some teams use the sprint review as a time for product owners or key stakeholders to formally …;https://www.mountaingoatsoftware.com/blog/the-sprint-review-as-a-sign-off-meeting
af7af1c382cd7361cd717f31d1164ee1;Sep 06, 2016;What Is a Product?;In this agile principles post from Mike Cohn, discover how Scrum organizations define products. …;https://www.mountaingoatsoftware.com/blog/what-is-a-product
a5c29945c54eb52fc0e8f10b0a6060b9;Aug 23, 2016;What Are Story Points?;Story points are perhaps the most misunderstood topic in agile. Story points are not based on just …;https://www.mountaingoatsoftware.com/blog/what-are-story-points
00b87e0ccde7d9948eae53f66811379c;Aug 09, 2016;The Dangers of a Definition of Ready;This post explains how to use a Definition of Ready successfully and avoid it becoming a first step …;https://www.mountaingoatsoftware.com/blog/the-dangers-of-a-definition-of-ready
3d8c825d88276953678a5dfe62cc038b;Jul 19, 2016;Is It Time to Stop Thinking about Projects?;For at least 15 years, I’ve heard people say that projects are dead. Projects and project-based …;https://www.mountaingoatsoftware.com/blog/is-it-time-to-stop-thinking-about-projects
7e441a478a4a5c2489248557a012509c;Jul 05, 2016;The 2 Things You Need to Do in Daily Scrums to End Complaints;You have undoubtedly had team members complain at some point about the length of your daily scrums. …;https://www.mountaingoatsoftware.com/blog/the-2-things-you-need-to-do-in-daily-scrums-to-end-complaints
87796976fe4d6b146534d831502a0fa1;Jun 21, 2016;Incentives and Deterrents for Starting Daily Scrums On Time;I recently emailed everyone who subscribes to my weekly tips a list of suggestions for ways to …;https://www.mountaingoatsoftware.com/blog/incentives-and-deterrents-for-starting-daily-scrums-on-time
5dee91ba89ea0bf98b76e19e847b3019;May 31, 2016;The Best Way to Establish a Baseline When Playing Planning Poker;Planning Poker relies on relative estimating, in which the item being estimated is compared to one …;https://www.mountaingoatsoftware.com/blog/the-best-way-to-establish-a-baseline-when-playing-planning-poker
2cc20296fa9f7d66c4c1dd2a3258ef7d;May 17, 2016;Don’t Estimate the Sprint Backlog Using Task Points;Some teams like story points so much, they invent task points and use those for sprint planning. …;https://www.mountaingoatsoftware.com/blog/dont-estimate-the-sprint-backlog-using-task-points
b7b2e3a312eee3d6695531a50acd0f94;May 03, 2016;How to Prevent Estimate Inflation;A rose by any other name may smell as sweet, but a five-point story better not go by any other …;https://www.mountaingoatsoftware.com/blog/how-to-prevent-estimate-inflation
3d7bcfe0fed9d89c40d166f6112233ad;Apr 19, 2016;Sprint Planning for Agile Teams That Have Lots of Interruptions;Most of the Scrum literature describes a situation in which a team is allowed to work without …;https://www.mountaingoatsoftware.com/blog/sprint-planning-for-agile-teams-that-have-lots-of-interruptions
e041cd5195dd7a35e2d74263574fcd4b;Apr 05, 2016;Summarizing the Results of a Sprint;Although you may wish it weren’t the case, some Scrum Masters need to document how a sprint went. …;https://www.mountaingoatsoftware.com/blog/summarizing-the-results-of-a-sprint
1d17b9df1e2751b66367ad01a1893a8f;Mar 22, 2016;Teams Don’t Need to Think of Everything During Sprint Planning;A couple of weeks ago, I participated in a painful sprint planning meeting. You might have been in …;https://www.mountaingoatsoftware.com/blog/teams-dont-need-to-think-of-everything-during-sprint-planning
d77b0efb66a5c8d7e080e068b04bed7d;Mar 08, 2016;Advice on How to Split Reporting User Stories;Splitting stories has long been one of the biggest challenges facing agile teams. Here are some …;https://www.mountaingoatsoftware.com/blog/advice-on-how-to-split-reporting-user-stories
4691b884a35302dfddc249f2e5b9e4d6;Feb 23, 2016;Applying Agile Beyond Software Development;Agile can be applied well beyond software development. It’s been used for construction, planning …;https://www.mountaingoatsoftware.com/blog/applying-agile-beyond-software-development
f7b8a25880a1c8017d7cdc349504b422;Feb 09, 2016;Should Scrum Teams Include a Stretch Goal In Their Sprints?;There are, of course, a variety of ways to go about planning a sprint. I’ve written previously …;https://www.mountaingoatsoftware.com/blog/should-scrum-teams-include-a-stretch-goal-in-their-sprints
c885f6080ecccad646ec25922073943b;Jan 26, 2016;A Simple Way to Run a Sprint Retrospective;There are many ways you can run a sprint retrospective. Here’s the simplest way and still my favorite.;https://www.mountaingoatsoftware.com/blog/a-simple-way-to-run-a-sprint-retrospective
5b02d67ac8975dd9ce76e627cd6a47d0;Jan 19, 2016;Does a Scrum Team Need a Retrospective Every Sprint?;Conventional wisdom says that a team should do a retrospective every sprint. But if your sprints …;https://www.mountaingoatsoftware.com/blog/does-a-scrum-team-need-a-retrospective-every-sprint
3b6f78b7de0715d13eed9c00f922d650;Jan 05, 2016;Can a Traditional SRS Be Converted into User Stories?;A lot of traditionally managed projects begin with a Software Requirements Specification (SRS). …;https://www.mountaingoatsoftware.com/blog/can-a-traditional-srs-be-converted-into-user-stories
cd4a6876519c705abcbbbc010ffce08d;Dec 15, 2015;21 New Year’s Resolutions for Scrum Masters;As we come up on the end of the year, it's time to make some New Year's resolutions. Since one of …;https://www.mountaingoatsoftware.com/blog/21-new-years-resolutions-for-scrum-masters
65228245bdc517126342cf65582aab66;Dec 08, 2015;Does Being a ScrumMaster Get Easier Over Time?;Being the ScrumMaster of a Scrum team can be hard work. But does it get harder over time? Or easier?;https://www.mountaingoatsoftware.com/blog/does-being-a-scrummaster-get-easier-over-time
93074cc33460c15aa76c2cf2e8e76e3e;Dec 01, 2015;Should You Use Zero-Point Estimates on Your Product Backlog?;I'm occasionally asked about the merits (and whether there are any) of putting an estimate of zero …;https://www.mountaingoatsoftware.com/blog/should-you-use-zero-point-estimates-on-your-product-backlog
52a5fe1ee41fc9fa3a5f58d49f472fc7;Nov 17, 2015;Leave Work Unassigned and See Who Steps Forward;Early in my career, I noticed the project managers in my company drove nicer cars than we …;https://www.mountaingoatsoftware.com/blog/leave-work-unassigned-and-see-who-steps-forward
e470f3efab263293fd93af98145df7d7;Nov 10, 2015;Who Can Add Items to the Product Backlog?;My wife, daughters and I use Wunderlist to manage our shared grocery list. Any time one of us …;https://www.mountaingoatsoftware.com/blog/who-can-add-items-to-the-product-backlog
89df4bb1de276d080e4aba5779de4c01;Nov 03, 2015;Advice for Interviewing ScrumMasters;Interviewing Scrum Masters can be difficult because the job is harder than most to turn into a …;https://www.mountaingoatsoftware.com/blog/advice-for-interviewing-scrummasters
746062d7dd9c390bad3810584165b4ba;Oct 27, 2015;Ensuring a Consistent Design Without an Upfront Design Phase;In last week’s post, I wrote about how to integrate UI designers into the agile sprint. I said that …;https://www.mountaingoatsoftware.com/blog/ensuring-a-consistent-design-without-an-upfront-design-phase
aac4ca3cb1b83363ca64a00db450311b;Oct 20, 2015;Incorporating UI Design in Agile Sprints;A question I’ve been getting a lot lately is whether UI designers should be part of the Scrum team …;https://www.mountaingoatsoftware.com/blog/incorporating-ui-design-in-scrum-sprints
4f5c2904193065dfb08b77e9260ea81f;Oct 13, 2015;Change Isn’t Free;Agile teams are told to “embrace change,” which is the subtitle to Kent Beck’s wonderful Extreme …;https://www.mountaingoatsoftware.com/blog/change-isnt-free
120a08b6148400e7437cf601134f1cd8;Oct 06, 2015;Handling Work Left at the End of a Sprint;It’s quite common for a team to have a bit of unfinished work at the end of an agile sprint or …;https://www.mountaingoatsoftware.com/blog/handling-work-left-at-the-end-of-a-sprint
fd0f654e0ae8227110fb3f993a956168;Sep 29, 2015;Shifting from Scarcity to Abundance Thinking;Over the past few months, I've read a few books on marketing. But I've also taken a handful of …;https://www.mountaingoatsoftware.com/blog/shifting-from-scarcity-to-abundance-thinking
d620e2a4f11b2df2bb6dfe101e100991;Sep 22, 2015;Upfront Thinking Is Like Insurance;Some projects will benefit from some amount of upfront thinking, just like many of us benefit from …;https://www.mountaingoatsoftware.com/blog/upfront-thinking-is-like-insurance
fcc979ecf72412a50d9c2746adabed05;Sep 08, 2015;Ask Me a Question or Suggest a Topic;Do you have a question on your mind or a topic you'd like me to write about? ;https://www.mountaingoatsoftware.com/blog/ask-me-a-question-or-suggest-a-topic
957e21aba8e214a2d6e6d42368ee53ab;Sep 01, 2015;Budget When You Can’t Estimate;I've written before that we should only estimate if having the estimate will change someone's …;https://www.mountaingoatsoftware.com/blog/budget-when-you-cant-estimate
86ea512a35633d1bb2a041aa9cfbeba5;Aug 25, 2015;An Iterative Waterfall Isn’t Agile;I’ve noticed something disturbing over the past two years. And it’s occurred uniformly with teams …;https://www.mountaingoatsoftware.com/blog/an-iterative-waterfall-isnt-agile
f3a7e2d32512fdcb7b971e3354572eab;Aug 18, 2015;Quickly Help Users Identify Their Needs;Many projects bog down during requirements gathering.;https://www.mountaingoatsoftware.com/blog/quickly-help-users-identify-their-needs
e95c27e6c5e2722cc131b8a3e83d7936;Aug 05, 2015;Are 64% of Features Really Rarely or Never Used?;A very oft-cited metric is that 64 percent of features in products are “rarely or never used.” The …;https://www.mountaingoatsoftware.com/blog/are-64-of-features-really-rarely-or-never-used
00706d4604fdd99530fdf0282ddc647c;Jul 28, 2015;Estimates on Split Stories Do Not Need to Equal the Original;It is good practice to first write large user stories (commonly known as epics) and then to split …;https://www.mountaingoatsoftware.com/blog/estimates-on-split-stories-do-not-need-to-equal-the-original
6c7dacf25e2cb3b91cde0024161e18b4;Jul 21, 2015;Not Everything Needs to Be a User Story: Using FDD Features;User stories are great. When you’ve got users, that is. Sometimes, though, the users of a system or …;https://www.mountaingoatsoftware.com/blog/not-everything-needs-to-be-a-user-story-using-fdd-features
614f8a8948c50810ffba77022a63dd08;Jul 14, 2015;It’s Summer, Find Something to Celebrate;It’s July—find something to celebrate with your team. Unless your “down under,” you’re probably …;https://www.mountaingoatsoftware.com/blog/its-summer-find-something-to-celebrate
a005fe45327eb4e10e3ddcf5624bd12d;Jun 30, 2015;Prioritize and Optimize Over a Slightly Longer Horizon;A lot of agile literature stresses that product owners must prioritize the delivery of value. I’m …;https://www.mountaingoatsoftware.com/blog/prioritize-and-optimize-over-a-slightly-longer-horizon
665d62ee5b0bf457c2e25a954b0a53e9;Jun 23, 2015;You Don’t Need a Complicated Story Hierarchy;Consultants and tool vendors seem to have a penchant for making things complicated. It seems the …;https://www.mountaingoatsoftware.com/blog/you-dont-need-a-complicated-story-hierarchy
1ca1277d529e09e0f9a45bc8a001e2fd;Jun 16, 2015;Can a Product Owner Dictate the Architecture?;In general, a Scrum product owner's job is to specify what to build, not how to build it. Read this …;https://www.mountaingoatsoftware.com/blog/can-a-product-owner-dictate-the-architecture
6da12fd5cf9701fe1fd4dfd261492506;Jun 09, 2015;It’s Not What You Do. It’s What You Do Next.;I see too many teams and product owners obsessing over their entire product backlogs.;https://www.mountaingoatsoftware.com/blog/its-not-what-you-do-its-what-you-do-next
be843c5d43637f42ed33c3e850f009d8;Jun 02, 2015;Holacracy and the Search for Agile Organization;I met Brian Robertson back when he was still the CEO of Ternary Software and experimenting with the …;https://www.mountaingoatsoftware.com/blog/holacracy-and-the-search-for-agile-organization
b98d201be33e751320fae7a10ea7d9d2;May 26, 2015;Product Backlog Refinement (Grooming);Learn about product backlog grooming: how, when, and why the agile team and product owner refine …;https://www.mountaingoatsoftware.com/blog/product-backlog-refinement-grooming
92cbfa02b0e1cf8ff604371a17463e4a;May 19, 2015;Impostor Syndrome: Why Some ScrumMasters Feel Like They’re Faking It;Geoff Watts is one of the leading Scrum thinkers in the world, and one of the few to hold both the …;https://www.mountaingoatsoftware.com/blog/impostor-syndrome-why-some-scrummasters-feel-like-theyre-faking-it
b05617c54eaf8b6ce71f598cf8f5c366;May 11, 2015;Spikes;Projects are, of course, undertaken to develop new functionality. We want to finish a project with …;https://www.mountaingoatsoftware.com/blog/spikes
faf667d1c4b950d46c9f0aec51cb96e4;May 05, 2015;Getting Comfortable with Not Signing Up for Tasks in Sprint Planning;In last week’s blog post, I wrote about whether team members should sign up for tasks during sprint …;https://www.mountaingoatsoftware.com/blog/getting-comfortable-with-not-signing-up-for-tasks-in-sprint-planning
ee4ef03205bed9427b0e7e7a6295a79c;Apr 28, 2015;Should Team Members Sign Up for Tasks During Sprint Planning?;During sprint planning, a team selects a set of product backlog items they will work on during the …;https://www.mountaingoatsoftware.com/blog/should-team-members-sign-up-for-tasks-during-sprint-planning
1ef26bac22a5328e985e1d6e318fe44f;Apr 21, 2015;ScrumMaster – Full Time or Not?;Learn why the decision to engage a ScrumMaster full-time or part-time for a particular Scrum team …;https://www.mountaingoatsoftware.com/blog/scrummaster-full-time-or-not
0c8237548322acccf64876f32f1e9b6a;Apr 07, 2015;Valuing Your Work as an Agile Coach;How should we value our work as agile coaches and consultants? The way I do it is to ask myself if …;https://www.mountaingoatsoftware.com/blog/valuing-your-work-as-an-agile-coach
54dc2409512961bc6a89a87293343efe;Date is not found!;Let Go of Knowing: How Holding onto Views May Be Holding You Back;You undoubtedly have a firmly held set of convictions about what is necessary to do agile well. …;https://www.mountaingoatsoftware.com/presentations/let-go-of-knowing-how-holding-onto-views-may-be-holding-you-back
89fd18941e273d90c1b71d77300b1c46;Mar 31, 2015;Should You Share Details from the Retrospective?;During a sprint retrospective, team members gather and discuss ways in which they can improve. This …;https://www.mountaingoatsoftware.com/blog/should-you-share-details-from-the-retrospective
e17c7a8bbdbf2e44ba63231f89fb4374;Mar 10, 2015;How Full to Fill a Sprint;An important consideration in capacity-driven planning is how full to fill the sprint. To answer …;https://www.mountaingoatsoftware.com/blog/how-full-to-fill-a-sprint
7b30d167be1ba720828694485f585a99;Feb 24, 2015;The Difference Between a Story and a Task;What’s the difference between a user story and a task? Well that’s an easy question, I thought, the …;https://www.mountaingoatsoftware.com/blog/the-difference-between-a-story-and-a-task
970be305512bbad86c5e117b30217707;Feb 17, 2015;Multiple Levels of Done;Having a “definition of done” has become a near-standard thing for Scrum teams. The definition of …;https://www.mountaingoatsoftware.com/blog/multiple-levels-of-done
7be5df25b4d0fa22372f3aa3ab5f58ae;Feb 10, 2015;Using Scrum to Plan Your Wedding;In my ScrumMaster classes I always make the point that Scrum is a general purpose framework that …;https://www.mountaingoatsoftware.com/blog/using-scrum-to-plan-your-wedding
eb9e75ea69db0bec1346b94a9aaa375b;Jan 27, 2015;Don’t Blindly Follow;Don't blindly adopt anything.;https://www.mountaingoatsoftware.com/blog/dont-blindly-follow
b13799807017543b7d6def407c18c98e;Jan 20, 2015;Focus on Benefits Rather than Features;Suppose your boss has not bought into trying an agile...;https://www.mountaingoatsoftware.com/blog/focus-on-benefits-rather-than-features
